"","ligand","receptor","species"
"3010","FGF17","FGFR3","Human"
"3011","FGF16","FGFR3","Human"
"3012","FGF12","FGFR3","Human"
"3013","FGF9","FGFR3","Human"
"3014","BMP7","ACVR2B","Human"
"3015","LEFTY2","ACVR2B","Human"
"3016","GDF2","ACVR2B","Human"
"3017","BMP2","ACVR2B","Human"
"3018","GDF5","ACVR2B","Human"
"3019","NRG1","ADGRL1","Human"
"3020","LAMB3","COL17A1","Human"
"3021","UCN3","CRHR2","Human"
"3022","NPPC","NPR2","Human"
"3023","NPPB","NPR2","Human"
"3024","NPPA","NPR2","Human"
"3025","RGMA","NEO1","Human"
"3026","TNF","TRADD","Human"
"3027","ADIPOQ","ADIPOR1","Human"
"3028","ANXA1","FPR3","Human"
"3029","B2M","KIR2DL3","Human"
"3030","HLA-A","KIR2DL3","Human"
"3031","CXCL9","KIR2DL3","Human"
"3032","HLA-C","KIR2DL3","Human"
"3033","HLA-B","KIR2DL3","Human"
"3034","NRG3","ERBB4","Human"
"3035","NRG1","ERBB4","Human"
"3036","NRG4","ERBB4","Human"
"3037","NRG2","ERBB4","Human"
"3038","BTC","ERBB4","Human"
"3039","CCN2","ERBB4","Human"
"3040","CD5L","CD5","Human"
"3041","GHRH","ADRB3","Human"
"3042","AVP","ADRB3","Human"
"3043","PTHLH","ADRB3","Human"
"3044","POMC","ADRB3","Human"
"3045","RLN2","ADRB3","Human"
"3046","ADCYAP1","ADRB3","Human"
"3047","ADM","ADRB3","Human"
"3048","CGA","ADRB3","Human"
"3049","GCG","ADRB3","Human"
"3050","VIP","ADRB3","Human"
"3051","ADM2","ADRB3","Human"
"3052","GNAS","ADRB3","Human"
"3053","NPS","ADRB3","Human"
"3054","FSHB","ADRB3","Human"
"3055","CALCB","ADRB3","Human"
"3056","RLN3","ADRB3","Human"
"3057","GIP","ADRB3","Human"
"3058","INSL3","ADRB3","Human"
"3059","DEFB4B","CCR6","Human"
"3060","IFNW1","IFNAR2","Human"
"3061","IFNA16","IFNAR2","Human"
"3062","IFNA14","IFNAR2","Human"
"3063","IFNA17","IFNAR2","Human"
"3064","IFNA4","IFNAR2","Human"
"3065","IFNA13","IFNAR2","Human"
"3066","IFNA5","IFNAR2","Human"
"3067","IFNB1","IFNAR2","Human"
"3068","IFNA6","IFNAR2","Human"
"3069","IFNA10","IFNAR2","Human"
"3070","IFNA8","IFNAR2","Human"
"3071","IFNE","IFNAR2","Human"
"3072","IFNA21","IFNAR2","Human"
"3073","IFNA2","IFNAR2","Human"
"3074","MDK","SDC3","Human"
"3075","COL5A1","SDC3","Human"
"3076","SHBG","SLC37A1","Human"
"3077","CALM1","KCNQ5","Human"
"3078","CD24","SIGLEC10","Human"
"3079","LAMA2","RPSA","Human"
"3080","LAMA1","RPSA","Human"
"3081","LAMB2","RPSA","Human"
"3082","F8","ASGR2","Human"
"3083","HP","ASGR2","Human"
"3084","EDN2","KEL","Human"
"3085","EDN1","KEL","Human"
"3086","NCAM1","GFRA1","Human"
"3087","GDNF","GFRA1","Human"
"3088","ARTN","GFRA1","Human"
"3089","PTPN6","CLEC12A","Human"
"3090","GDNF","RET","Human"
"3091","ARTN","RET","Human"
"3092","VEGFA","RET","Human"
"3093","TNFSF14","TNFRSF14","Human"
"3094","LTA","TNFRSF14","Human"
"3095","FASLG","FAS","Human"
"3096","TNF","FAS","Human"
"3097","CALM1","FAS","Human"
"3098","PIGA","PIGR","Human"
"3099","ICAM2","ITGAL","Human"
"3100","PLAU","IGF2R","Human"
"3101","IGF2","IGF2R","Human"
"3102","ADIPOQ","ADIPOR2","Human"
"3103","TNF","PTPRS","Human"
"3104","HSPG2","PTPRS","Human"
"3105","RARRES2","CCRL2","Human"
"3106","CCL5","CCRL2","Human"
"3107","CORT","SSTR2","Human"
"3108","CCL25","CCR9","Human"
"3109","PDYN","GRM7","Human"
"3110","AGT","GRM7","Human"
"3111","CXCL12","GRM7","Human"
"3112","CCL5","GRM7","Human"
"3113","NMS","GRM7","Human"
"3114","APLN","GRM7","Human"
"3115","NPY","GRM7","Human"
"3116","CCL25","GRM7","Human"
"3117","POMC","GRM7","Human"
"3118","SAA1","GRM7","Human"
"3119","PYY","GRM7","Human"
"3120","CCL16","GRM7","Human"
"3121","CXCL2","GRM7","Human"
"3122","CXCL1","GRM7","Human"
"3123","PPY","GRM7","Human"
"3124","CXCL9","GRM7","Human"
"3125","CCL20","GRM7","Human"
"3126","CCL28","GRM7","Human"
"3127","RLN3","GRM7","Human"
"3128","CORT","GRM7","Human"
"3129","ANXA1","GRM7","Human"
"3130","EFNA3","EPHA2","Human"
"3131","EFNA1","EPHA2","Human"
"3132","EFNA4","EPHA2","Human"
"3133","SEMA4D","PLXNB1","Human"
"3134","SEMA4A","PLXNB1","Human"
"3135","AVP","AVPR2","Human"
"3136","GNAS","AVPR2","Human"
"3137","TGFB2","TGFBR2","Human"
"3138","S100A10","TRPV6","Human"
"3139","ADM","CALCR","Human"
"3140","ADM2","CALCR","Human"
"3141","CALCB","CALCR","Human"
"3142","MBL2","CALCR","Human"
"3143","GSTO1","RYR1","Human"
"3144","TNFSF13B","TFRC","Human"
"3145","TF","TFRC","Human"
"3146","B2M","TFRC","Human"
"3147","VEGFC","NRP2","Human"
"3148","SEMA3B","NRP2","Human"
"3149","VEGFA","NRP2","Human"
"3150","PGF","NRP2","Human"
"3151","CXCL2","DPP4","Human"
"3152","ADCYAP1","DPP4","Human"
"3153","GCG","DPP4","Human"
"3154","CXCL9","DPP4","Human"
"3155","NPPB","DPP4","Human"
"3156","CXCL12","DPP4","Human"
"3157","NPY","DPP4","Human"
"3158","VIP","DPP4","Human"
"3159","ADA","DPP4","Human"
"3160","MMP9","TLR9","Human"
"3161","HRAS","TLR9","Human"
"3162","NTF3","NTRK3","Human"
"3163","NPY","NPY1R","Human"
"3164","PPY","NPY1R","Human"
"3165","B2M","CD247","Human"
"3166","COL4A6","CD47","Human"
"3167","LGALS9","CD47","Human"
"3168","COL4A4","CD47","Human"
"3169","COL4A3","CD47","Human"
"3170","THBS2","CD47","Human"
"3171","COL4A1","CD47","Human"
"3172","CD55","CR1","Human"
"3173","C4A","CR1","Human"
"3174","C4B","CR1","Human"
"3175","C1QA","CR1","Human"
"3176","AVP","AVPR1B","Human"
"3177","GNAS","ADORA1","Human"
"3178","PSAP","GPR37L1","Human"
"3179","AFDN","NECTIN4","Human"
"3180","ASIP","F11R","Human"
"3181","AFDN","F11R","Human"
"3182","CCL5","ACKR1","Human"
"3183","CCL14","ACKR1","Human"
"3184","CCL7","ACKR1","Human"
"3185","CXCL1","ACKR1","Human"
"3186","CCL8","ACKR1","Human"
"3187","B2M","CD1B","Human"
"3188","PSAP","CD1B","Human"
"3189","RLN3","RXFP4","Human"
"3190","IL6","IL6R","Human"
"3191","NPPC","NPR1","Human"
"3192","NPPB","NPR1","Human"
"3193","NPPA","NPR1","Human"
"3194","AFDN","EPHA7","Human"
"3195","EFNA4","EPHA7","Human"
"3196","COL2A1","ITGA10","Human"
"3197","CEACAM16","TECTB","Human"
"3198","CD58","CD2","Human"
"3199","CD59","CD2","Human"
"3200","TNFSF15","TNFRSF6B","Human"
"3201","TNFSF14","TNFRSF6B","Human"
"3202","NMB","BRS3","Human"
"3203","EDN1","ADGRL4","Human"
"3204","MDK","TSPAN1","Human"
"3205","GDF9","BMPR1A","Human"
"3206","BMP7","BMPR1A","Human"
"3207","BMP8B","BMPR1A","Human"
"3208","BMP2","BMPR1A","Human"
"3209","GDF5","BMPR1A","Human"
"3210","TNFSF13B","CD40","Human"
"3211","LTB","CD40","Human"
"3212","ANGPTL2","TIE1","Human"
"3213","ANGPT4","TIE1","Human"
"3214","ANGPT1","TIE1","Human"
"3215","NTF4","BEX3","Human"
"3216","BDNF","BEX3","Human"
"3217","MDK","SDC4","Human"
"3218","CXCL12","SDC4","Human"
"3219","CCL5","SDC4","Human"
"3220","LAMA1","SDC4","Human"
"3221","EFNA4","EPHA10","Human"
"3222","BMP7","ENG","Human"
"3223","GDF2","ENG","Human"
"3224","BMP2","ENG","Human"
"3225","GCG","GLP1R","Human"
"3226","TAC3","TACR2","Human"
"3227","CXCL12","CXCR3","Human"
"3228","CCL5","CXCR3","Human"
"3229","CCL7","CXCR3","Human"
"3230","CCN1","TLR4","Human"
"3231","HSPA1A","TLR4","Human"
"3232","IRAK4","TLR4","Human"
"3233","ZG16B","TLR4","Human"
"3234","RIMS1","SLC18A3","Human"
"3235","NPY","NPY4R","Human"
"3236","PPY","NPY4R","Human"
"3237","ALOX5AP","ALOX5","Human"
"3238","AGRN","MUSK","Human"
"3239","COLQ","MUSK","Human"
"3240","ADIPOQ","CNR2","Human"
"3241","CCL4","CNR2","Human"
"3242","GDF9","BMPR2","Human"
"3243","BMP7","BMPR2","Human"
"3244","GDF2","BMPR2","Human"
"3245","BMP2","BMPR2","Human"
"3246","RGMA","BMPR2","Human"
"3247","VEGFA","EPHB2","Human"
"3248","AFDN","EPHB2","Human"
"3249","PSAP","AR","Human"
"3250","PLTP","ABCA1","Human"
"3251","GDF9","TGFBR1","Human"
"3252","HLA-C","NOTCH4","Human"
"3253","LTA","TNFRSF1B","Human"
"3254","TNF","TNFRSF1B","Human"
"3255","GDNF","EDNRB","Human"
"3256","EDN1","EDNRB","Human"
"3257","ADCYAP1","GPR20","Human"
"3258","ADM","GPR20","Human"
"3259","POMC","GPR20","Human"
"3260","CGA","GPR20","Human"
"3261","GCG","GPR20","Human"
"3262","RLN2","GPR20","Human"
"3263","CALCB","GPR20","Human"
"3264","AVP","GPR20","Human"
"3265","RLN3","GPR20","Human"
"3266","ADM2","GPR20","Human"
"3267","PTHLH","GPR20","Human"
"3268","NPS","GPR20","Human"
"3269","FSHB","GPR20","Human"
"3270","INSL3","GPR20","Human"
"3271","NPNT","ITGA8","Human"
"3272","AGRN","LRP4","Human"
"3273","NRG1","LGR4","Human"
"3274","TNFSF11","LGR4","Human"
"3275","MEPE","PHEX","Human"
"3276","ANGPT4","TEK","Human"
"3277","ANGPT1","TEK","Human"
"3278","COL8A2","SLC4A11","Human"
"3279","NMB","GRPR","Human"
"3280","SPTBN2","PTPRA","Human"
"3281","NCAM1","PTPRA","Human"
"3282","IRAK4","TLR7","Human"
"3283","MDK","SDC1","Human"
"3284","CCL5","SDC1","Human"
"3285","SLIT2","SDC1","Human"
"3286","IL6","IL6ST","Human"
"3287","NPS","NPSR1","Human"
"3288","LAMA1","TMPRSS6","Human"
"3289","B2M","KLRC2","Human"
"3290","HLA-G","KLRD1","Human"
"3291","B2M","KLRD1","Human"
"3292","HLA-B","KLRD1","Human"
"3293","LRPAP1","VLDLR","Human"
"3294","APOC1","VLDLR","Human"
"3295","RELN","VLDLR","Human"
"3296","APOC4","VLDLR","Human"
"3297","GDF2","ACVRL1","Human"
"3298","ALKAL2","ALK","Human"
"3299","MDK","ALK","Human"
"3300","EFNA4","EPHA6","Human"
"3301","HLA-G","KIR3DL1","Human"
"3302","B2M","KIR3DL1","Human"
"3303","HLA-A","KIR3DL1","Human"
"3304","HLA-B","KIR3DL1","Human"
"3305","HLA-G","LILRB2","Human"
"3306","B2M","LILRB2","Human"
"3307","HLA-A","LILRB2","Human"
"3308","INS","LILRB2","Human"
"3309","HLA-B","LILRB2","Human"
"3310","CEACAM16","TECTA","Human"
"3311","MDK","PTPRZ1","Human"
"3312","QRFP","QRFPR","Human"
"3313","CCL5","GPR75","Human"
"3314","TNF","VSIR","Human"
"3315","VEGFC","ITGB1","Human"
"3316","LAMA2","ITGB1","Human"
"3317","LAMB2","ITGB1","Human"
"3318","NPNT","ITGB1","Human"
"3319","DSPP","ITGB1","Human"
"3320","MDK","ITGB1","Human"
"3321","COL4A4","ITGB1","Human"
"3322","RELN","ITGB1","Human"
"3323","COL4A3","ITGB1","Human"
"3324","ADAM9","ITGB1","Human"
"3325","CHAD","ITGB1","Human"
"3326","ANGPT1","ITGB1","Human"
"3327","VEGFA","ITGB1","Human"
"3328","SEMA4D","CD72","Human"
"3329","MDK","ITGA4","Human"
"3330","IL6","HRH1","Human"
"3331","CCN1","ITGB2","Human"
"3332","SPON2","ITGB2","Human"
"3333","ICAM2","ITGB2","Human"
"3334","TNF","TRPM2","Human"
"3335","FGF1","FGFRL1","Human"
"3336","VEGFA","SIRPA","Human"
"3337","GCG","GCGR","Human"
"3338","IFNE","ADGRV1","Human"
"3339","CGA","FSHR","Human"
"3340","FSHB","FSHR","Human"
"3341","NLGN1","NRXN1","Human"
"3342","SYTL3","NRXN1","Human"
"3343","LAMA2","ITGA6","Human"
"3344","ADAM9","ITGA6","Human"
"3345","ADM","CALCRL","Human"
"3346","CALCB","CALCRL","Human"
"3347","SLIT2","DCC","Human"
"3348","IRAK4","TLR6","Human"
"3349","FGF21","FGFR1","Human"
"3350","FGF1","FGFR1","Human"
"3351","NCAM1","FGFR1","Human"
"3352","FGF16","FGFR1","Human"
"3353","FGF12","FGFR1","Human"
"3354","PDYN","OPRM1","Human"
"3355","PRG4","CD44","Human"
"3356","FGF1","CD44","Human"
"3357","VIM","CD44","Human"
"3358","RGMA","BMPR1B","Human"
"3359","VEGFC","CCBE1","Human"
"3360","SEMA4D","PLXNB2","Human"
"3361","FGF21","FGFR2","Human"
"3362","FGF1","FGFR2","Human"
"3363","NCAM1","FGFR2","Human"
"3364","FGF12","FGFR2","Human"
"3365","CXCL17","GPR35","Human"
"3366","CCL5","ACKR2","Human"
"3367","CCL14","ACKR2","Human"
"3368","CCL3","ACKR2","Human"
"3369","CCL23","ACKR2","Human"
"3370","CCL3L3","ACKR2","Human"
"3371","CCL4","ACKR2","Human"
"3372","SLIT2","ROBO2","Human"
"3373","B2M","HFE","Human"
"3374","RGMA","HFE","Human"
"3375","NCAM1","ROBO1","Human"
"3376","SLIT2","ROBO1","Human"
"3377","RGMA","TFR2","Human"
"3378","PPY","NPY5R","Human"
"3379","NTF4","NTRK1","Human"
"3380","B2M","CD3G","Human"
"3381","B2M","KLRC1","Human"
"3382","PTHLH","TSHR","Human"
"3383","ADCYAP1","TSHR","Human"
"3384","CGA","TSHR","Human"
"3385","CCL5","CCR3","Human"
"3386","CCL14","CCR3","Human"
"3387","CCL3","CCR3","Human"
"3388","CCL15","CCR3","Human"
"3389","CCL4","CCR3","Human"
"3390","CCL18","CCR3","Human"
"3391","SPON2","ITGAM","Human"
"3392","GDF10","ACVR1B","Human"
"3393","ADCYAP1","GPR84","Human"
"3394","CGA","GPR84","Human"
"3395","ASIP","MC1R","Human"
"3396","VEGFA","ITGB3","Human"
"3397","APELA","APLNR","Human"
"3398","VEGFA","GRIN2B","Human"
"3399","Wnt3","Fzd6","Mouse"
"3400","Wnt3","Egfr","Mouse"
"3401","Wnt3","Fzd2","Mouse"
"3402","Wnt3","Lrp5","Mouse"
"3403","Wnt3","Fzd1","Mouse"
"3404","Wnt3","Fzd3","Mouse"
"3405","Wnt3","Fzd8","Mouse"
"3406","Wnt3","Ror1","Mouse"
"3407","Wnt3","Lrp6","Mouse"
"3408","Wnt3","Ror2","Mouse"
"3409","Wnt3","Fzd5","Mouse"
"3410","Wnt3","Fzd7","Mouse"
"3411","Wnt9a","Egfr","Mouse"
"3412","Wnt9a","Fzd9","Mouse"
"3413","Wnt9a","Fzd4","Mouse"
"3414","Wnt9a","Fzd7","Mouse"
"3415","Fgf23","Fgfr1","Mouse"
"3416","Fgf23","Fgfr4","Mouse"
"3417","Fgf23","Fgfr2","Mouse"
"3418","Fgf23","Fgfr3","Mouse"
"3419","Fgf23","Kl","Mouse"
"3420","Fgf6","Fgfr1","Mouse"
"3421","Fgf6","Fgfr4","Mouse"
"3422","Fgf6","Fgfr2","Mouse"
"3423","Fgf6","Fgfr3","Mouse"
"3424","Ccl2","Ccr4","Mouse"
"3425","Ccl2","Ccr2","Mouse"
"3426","Ccl2","Ackr1","Mouse"
"3427","Ccl2","Ackr2","Mouse"
"3428","Ccl12","Ccr4","Mouse"
"3429","Ccl12","Ccr2","Mouse"
"3430","Cdh1","Itgb7","Mouse"
"3431","Cdh1","Egfr","Mouse"
"3432","Cdh1","Fgfr1","Mouse"
"3433","Cdh1","Ptprj","Mouse"
"3434","Cdh1","Itgae","Mouse"
"3435","Cdh1","Ptprm","Mouse"
"3436","Cdh1","Igf1r","Mouse"
"3437","Cdh1","Klrg1","Mouse"
"3438","Ccl11","Ccr2","Mouse"
"3439","Ccl11","Ccr5","Mouse"
"3440","Ccl11","Ackr2","Mouse"
"3441","Ccl11","Cxcr3","Mouse"
"3442","Ccl11","Ccr3","Mouse"
"3443","Ccl11","Ackr4","Mouse"
"3444","Pdgfb","Lrp1","Mouse"
"3445","Pdgfb","Pdgfra","Mouse"
"3446","Pdgfb","Pdgfrb","Mouse"
"3447","Fasl","Fas","Mouse"
"3448","Il4","Il4ra","Mouse"
"3449","Il4","Il2ra","Mouse"
"3450","Il4","Tlr2","Mouse"
"3451","Il4","Il2rg","Mouse"
"3452","Il4","Il13ra1","Mouse"
"3453","Il4","Il13ra2","Mouse"
"3454","Ccl3","Ccr1","Mouse"
"3455","Ccl3","Ccr5","Mouse"
"3456","Ccl3","Ackr2","Mouse"
"3457","Ccl3","Ccr3","Mouse"
"3458","Icam4","Itgav","Mouse"
"3459","Icam4","Itgam","Mouse"
"3460","S100a4","Egfr","Mouse"
"3461","S100a4","Erbb2","Mouse"
"3462","Icam2","Itgal","Mouse"
"3463","Icam2","Itgam","Mouse"
"3464","Efnb2","Ephb2","Mouse"
"3465","Efnb2","Epha3","Mouse"
"3466","Efnb2","Epha4","Mouse"
"3467","Efnb2","Ephb3","Mouse"
"3468","Efnb2","Epha7","Mouse"
"3469","Efnb2","Ephb4","Mouse"
"3470","Efnb2","Epha6","Mouse"
"3471","Efnb2","Ephb6","Mouse"
"3472","Efnb2","Ephb1","Mouse"
"3473","Sost","Lrp6","Mouse"
"3474","Sost","Lrp5","Mouse"
"3475","Col1a1","Itgb1","Mouse"
"3476","Col1a1","Cd44","Mouse"
"3477","Col1a1","Cd93","Mouse"
"3478","Il16","Grin2c","Mouse"
"3479","Il16","Kcnj4","Mouse"
"3480","Il16","Grin2d","Mouse"
"3481","Il16","Kcna3","Mouse"
"3482","Il16","Kcnd2","Mouse"
"3483","Il16","Kcnj15","Mouse"
"3484","Il16","Kcnd1","Mouse"
"3485","Il16","Cd4","Mouse"
"3486","Il16","Kcnj10","Mouse"
"3487","Angptl4","Gpihbp1","Mouse"
"3488","Bmp8b","Acvr2b","Mouse"
"3489","Bmp8b","Bmpr1b","Mouse"
"3490","Bmp8b","Acvr2a","Mouse"
"3491","Bmp8b","Tgfbr2","Mouse"
"3492","Bmp8b","Bmpr2","Mouse"
"3493","Bmp8b","Bmpr1a","Mouse"
"3494","Tgfb1","Tgfbr1","Mouse"
"3495","Tgfb1","Itgb1","Mouse"
"3496","Tgfb1","Eng","Mouse"
"3497","Tgfb1","Sdc2","Mouse"
"3498","Tgfb1","Tgfbr3","Mouse"
"3499","Tgfb1","Tgfbr2","Mouse"
"3500","Tgfb1","Itgb8","Mouse"
"3501","Shh","Cdon","Mouse"
"3502","Shh","Pvr","Mouse"
"3503","Shh","Ptch1","Mouse"
"3504","Shh","Lrp2","Mouse"
"3505","Shh","Hhip","Mouse"
"3506","Shh","Gpc1","Mouse"
"3507","Shh","Gpc6","Mouse"
"3508","Shh","Cav1","Mouse"
"3509","Shh","Gas1","Mouse"
"3510","Shh","Ptch2","Mouse"
"3511","Pspn","Gfra4","Mouse"
"3512","Pspn","Ret","Mouse"
"3513","Lamb1","Itga6","Mouse"
"3514","Lamb1","Itgb1","Mouse"
"3515","Efna2","Epha10","Mouse"
"3516","Efna2","Epha3","Mouse"
"3517","Efna2","Epha4","Mouse"
"3518","Efna2","Epha7","Mouse"
"3519","Efna2","Epha6","Mouse"
"3520","Efna2","Epha8","Mouse"
"3521","Efna2","Epha1","Mouse"
"3522","Efna2","Epha2","Mouse"
"3523","Efna2","Epha5","Mouse"
"3524","Ebi3","Il6st","Mouse"
"3525","Ebi3","Il27ra","Mouse"
"3526","Comp","Itgav","Mouse"
"3527","Comp","Notch1","Mouse"
"3528","Comp","Notch3","Mouse"
"3529","Comp","Cd47","Mouse"
"3530","Comp","Itga7","Mouse"
"3531","Comp","Cd36","Mouse"
"3532","Tgfb3","Acvr1","Mouse"
"3533","Tgfb3","Tgfbr1","Mouse"
"3534","Tgfb3","Eng","Mouse"
"3535","Tgfb3","Tgfbr3","Mouse"
"3536","Tgfb3","Tgfbr2","Mouse"
"3537","Gdf15","Egfr","Mouse"
"3538","Gdf15","Tgfbr1","Mouse"
"3539","Gdf15","Ret","Mouse"
"3540","Gdf15","Tgfbr2","Mouse"
"3541","Gdf15","Gfral","Mouse"
"3542","Calr","Scarf1","Mouse"
"3543","Calr","Lrp1","Mouse"
"3544","Calr","Mpl","Mouse"
"3545","Efnb3","Ephb2","Mouse"
"3546","Efnb3","Epha4","Mouse"
"3547","Efnb3","Ephb3","Mouse"
"3548","Efnb3","Ephb6","Mouse"
"3549","Efnb3","Ephb1","Mouse"
"3550","Sst","Sstr3","Mouse"
"3551","Sst","Sstr2","Mouse"
"3552","Sst","Sstr4","Mouse"
"3553","Sst","Sstr5","Mouse"
"3554","Sst","Sstr1","Mouse"
"3555","Pgf","Flt1","Mouse"
"3556","Pgf","Nrp1","Mouse"
"3557","Pgf","Nrp2","Mouse"
"3558","Pgf","Egfr","Mouse"
"3559","Ccl24","Ccr2","Mouse"
"3560","Ccl24","Ackr2","Mouse"
"3561","Ccl24","Ccr3","Mouse"
"3562","Zp3","Egfr","Mouse"
"3563","Zp3","Zp3r","Mouse"
"3564","Shbg","Gprc6a","Mouse"
"3565","App","Cd74","Mouse"
"3566","App","Trpc6","Mouse"
"3567","App","Dcc","Mouse"
"3568","App","Lrp8","Mouse"
"3569","App","Sorcs1","Mouse"
"3570","App","Lrp4","Mouse"
"3571","App","Casr","Mouse"
"3572","App","Lrp2","Mouse"
"3573","App","Tspan12","Mouse"
"3574","App","Notch2","Mouse"
"3575","App","Lrp10","Mouse"
"3576","App","Gpr3","Mouse"
"3577","App","Tspan15","Mouse"
"3578","App","Cd47","Mouse"
"3579","App","Fpr2","Mouse"
"3580","App","Tnfrsf21","Mouse"
"3581","App","Lrp1","Mouse"
"3582","App","Vldlr","Mouse"
"3583","App","Adra2a","Mouse"
"3584","App","Notch1","Mouse"
"3585","App","Lrp6","Mouse"
"3586","App","Cav1","Mouse"
"3587","App","Sorl1","Mouse"
"3588","App","Drd3","Mouse"
"3589","Agrp","Mc5r","Mouse"
"3590","Agrp","Mc3r","Mouse"
"3591","Agrp","Sdc3","Mouse"
"3592","Tnfsf14","Ltbr","Mouse"
"3593","Tnfsf14","Fas","Mouse"
"3594","Tnfsf14","Tnfrsf14","Mouse"
"3595","Trh","Trhr","Mouse"
"3596","Prl7a2","Prlr","Mouse"
"3597","Prl8a9","Prlr","Mouse"
"3598","Prl8a1","Prlr","Mouse"
"3599","Wnt10a","Fzd10","Mouse"
"3600","Bmp7","Acvr1","Mouse"
"3601","Bmp7","Acvr2b","Mouse"
"3602","Bmp7","Bmpr1b","Mouse"
"3603","Bmp7","Acvr2a","Mouse"
"3604","Bmp7","Bmpr2","Mouse"
"3605","Bmp7","Bmpr1a","Mouse"
"3606","Ccl8","Ccr1","Mouse"
"3607","Ccl8","Ccr8","Mouse"
"3608","Ccl8","Ccr2","Mouse"
"3609","Ccl8","Ccr5","Mouse"
"3610","Ccl8","Ccr3","Mouse"
"3611","Rarres2","Ccrl2","Mouse"
"3612","Timp1","Cd63","Mouse"
"3613","Timp1","Itgb1","Mouse"
"3614","Timp1","Lrp1","Mouse"
"3615","Wnt3a","Fzd2","Mouse"
"3616","Wnt3a","Fzd3","Mouse"
"3617","Wnt3a","Fzd8","Mouse"
"3618","Wnt3a","Ptk7","Mouse"
"3619","Wnt3a","Fzd6","Mouse"
"3620","Wnt3a","Lrp5","Mouse"
"3621","Wnt3a","Apcdd1","Mouse"
"3622","Wnt3a","Fzd1","Mouse"
"3623","Wnt3a","Lrp6","Mouse"
"3624","Wnt3a","Fzd5","Mouse"
"3625","Wnt3a","Fzd4","Mouse"
"3626","Wnt3a","Fzd7","Mouse"
"3627","Psen2","Notch2","Mouse"
"3628","Wnt2","Fzd2","Mouse"
"3629","Wnt2","Fzd9","Mouse"
"3630","Wnt2","Fzd3","Mouse"
"3631","Wnt2","Fzd8","Mouse"
"3632","Wnt2","Lrp5","Mouse"
"3633","Wnt2","Fzd1","Mouse"
"3634","Wnt2","Fzd5","Mouse"
"3635","Wnt2","Fzd4","Mouse"
"3636","Wnt2","Fzd7","Mouse"
"3637","Bmp5","Bmpr1b","Mouse"
"3638","Bmp5","Bmpr2","Mouse"
"3639","Bmp5","Bmpr1a","Mouse"
"3640","Wnt8a","Fzd1","Mouse"
"3641","Wnt8a","Ptk7","Mouse"
"3642","Wnt8a","Lrp6","Mouse"
"3643","Wnt8a","Fzd5","Mouse"
"3644","Wnt8a","Fzd4","Mouse"
"3645","Wnt8a","Fzd7","Mouse"
"3646","Plg","Lrp2","Mouse"
"3647","Plg","Plgrkt","Mouse"
"3648","Plg","Igf2r","Mouse"
"3649","Csf1","Csf1r","Mouse"
"3650","Csf1","Flt4","Mouse"
"3651","Ceacam16","Tectb","Mouse"
"3652","Ceacam16","Tecta","Mouse"
"3653","Dll1","Notch4","Mouse"
"3654","Dll1","Notch2","Mouse"
"3655","Dll1","Notch1","Mouse"
"3656","Dll1","Notch3","Mouse"
"3657","Mmp13","Lrp1","Mouse"
"3658","Lama5","Itgb4","Mouse"
"3659","Hspa8","Aqp2","Mouse"
"3660","Cd34","Sell","Mouse"
"3661","Cd274","Pdcd1","Mouse"
"3662","Cd274","Cd80","Mouse"
"3663","Lnx2","Cd8a","Mouse"
"3664","Lnx2","Cxadr","Mouse"
"3665","Il10","Il10ra","Mouse"
"3666","Il10","Il10rb","Mouse"
"3667","Prl5a1","Prlr","Mouse"
"3668","Pyy","Npy5r","Mouse"
"3669","Pyy","Npy1r","Mouse"
"3670","Pyy","Dpp4","Mouse"
"3671","Ppy","Npy2r","Mouse"
"3672","Vtn","Itgb5","Mouse"
"3673","Vtn","Itgav","Mouse"
"3674","Vtn","Itga8","Mouse"
"3675","Igfbp4","Lrp6","Mouse"
"3676","Ada","Adora2b","Mouse"
"3677","Ada","Dpp4","Mouse"
"3678","Ada","Adora1","Mouse"
"3679","Mmp9","Ephb2","Mouse"
"3680","Mmp9","Tlr9","Mouse"
"3681","Mmp9","Lrp1","Mouse"
"3682","Mmp9","Tlr4","Mouse"
"3683","Prl3c1","Prlr","Mouse"
"3684","Mfng","Notch1","Mouse"
"3685","Gdf9","Bmpr1b","Mouse"
"3686","Gdf9","Acvr2a","Mouse"
"3687","Gdf9","Bmpr2","Mouse"
"3688","Gdf9","Acvr1c","Mouse"
"3689","Gdf9","Bmpr1a","Mouse"
"3690","Wnt9b","Lrp5","Mouse"
"3691","Wnt9b","Lrp6","Mouse"
"3692","Wnt9b","Fzd5","Mouse"
"3693","Tnfsf13","Tnfrsf17","Mouse"
"3694","Il3","Il2ra","Mouse"
"3695","Il3","Il4ra","Mouse"
"3696","Il3","Csf2rb2","Mouse"
"3697","Il3","Il3ra","Mouse"
"3698","Csf2","Csf2rb","Mouse"
"3699","Csf2","Csf2ra","Mouse"
"3700","Csf2","Sdc2","Mouse"
"3701","Csf2","Csf1r","Mouse"
"3702","Csf2","Csf3r","Mouse"
"3703","Cxcl16","Cxcr6","Mouse"
"3704","Ccl6","Ccr1","Mouse"
"3705","Ccl4","Ccr1","Mouse"
"3706","Ccl4","Ccr8","Mouse"
"3707","Ccl4","Ccr5","Mouse"
"3708","Ccl4","Ackr2","Mouse"
